,heading1label,heading1titletext,heading2titletext,marginalnotetext_x,sectionlabel,sectiontext,subsectionlabel,subsectiontext,marginalnotetext_y,paragraphLabel,paragraphText,subparagraphLabel,subparagraphText,clauseLabel,clauseText,subclauseLabel,subclauseText
2625,PART XX.1,Mental Disorder,Review of Dispositions,Review of finding — high-risk accused,672.84,,(1),"If a Review Board holds a hearing under section 672.81 or 672.82 in respect of a high-risk accused, it shall, on the basis of any relevant information, including disposition information as defined in subsection 672.51(1) and an assessment report made under an assessment ordered under paragraph 672.121(c), if it is satisfied that there is not a substantial likelihood that the accused  — whether found to be a high-risk accused under paragraph 672.64(1)(a) or (b)  —  will use violence that could endanger the life or safety of another person, refer the finding for review to the superior court of criminal jurisdiction.",,,,,,,,,
2626,PART XX.1,Mental Disorder,Review of Dispositions,Review of finding — high-risk accused,672.84,,(2),"If the Review Board is not so satisfied, it shall review the conditions of detention imposed under paragraph 672.54(c), subject to the restrictions set out in subsection 672.64(3).",,,,,,,,,
2627,PART XX.1,Mental Disorder,Review of Dispositions,Review of finding — high-risk accused,672.84,,(3),"If the Review Board refers the finding to the superior court of criminal jurisdiction for review, the court shall, at the conclusion of a hearing, revoke the finding if the court is satisfied that there is not a substantial likelihood that the accused will use violence that could endanger the life or safety of another person, in which case the court or the Review Board shall make a disposition under any of paragraphs 672.54(a) to (c).",,,,,,,,,
2628,PART XX.1,Mental Disorder,Review of Dispositions,Review of finding — high-risk accused,672.84,,(4),Any disposition referred to in subsection (3) is subject to sections 672.45 to 672.47 as if the revocation is a verdict.,,,,,,,,,
2629,PART XX.1,Mental Disorder,Review of Dispositions,Review of finding — high-risk accused,672.84,,(5),"If the court does not revoke the finding, it shall immediately send to the Review Board, in original or copied form, a transcript of the hearing, any other document or information related to the hearing, and all exhibits filed with it, if the transcript, document, information or exhibits are in its possession. The Review Board shall, as soon as practicable but not later than 45 days after the day on which the court decides not to revoke the finding, hold a hearing and review the conditions of detention imposed under paragraph 672.54(c), subject to the restrictions set out in subsection 672.64(3).",,,,,,,,,
2630,PART XX.1,Mental Disorder,Review of Dispositions,Review of finding — high-risk accused,672.84,,(6),A decision under subsection (1) about referring the finding to the court for review and a decision under subsection (3) about revoking the finding are deemed to be dispositions for the purpose of sections 672.72 to 672.78.,,,,,,,,,
533,PART XX.1,Mental Disorder,Power to Compel Appearance,Bringing accused before Review Board,672.85,"For the purpose of bringing the accused in respect of whom a hearing is to be held before the Review Board, including in circumstances in which the accused did not attend a previous hearing in contravention of a summons or warrant, the chairperson",,,,,,,,,,,
5862,PART XX.1,Mental Disorder,Stay of Proceedings,Recommendation by Review Board,672.851,,(1),"The Review Board may, of its own motion, make a recommendation to the court that has jurisdiction in respect of the offence charged against an accused found unfit to stand trial to hold an inquiry to determine whether a stay of proceedings should be ordered if",,(a),the Review Board has held a hearing under section 672.81 or 672.82 in respect of the accused; and,,,,,,
6907,PART XX.1,Mental Disorder,Stay of Proceedings,Recommendation by Review Board,672.851,,(1),"The Review Board may, of its own motion, make a recommendation to the court that has jurisdiction in respect of the offence charged against an accused found unfit to stand trial to hold an inquiry to determine whether a stay of proceedings should be ordered if",,(b),"on the basis of any relevant information, including disposition information within the meaning of subsection 672.51(1) and an assessment report made under an assessment ordered under paragraph 672.121(a), the Review Board is of the opinion that",(i),"the accused remains unfit to stand trial and is not likely to ever become fit to stand trial, and",,,,
6908,PART XX.1,Mental Disorder,Stay of Proceedings,Recommendation by Review Board,672.851,,(1),"The Review Board may, of its own motion, make a recommendation to the court that has jurisdiction in respect of the offence charged against an accused found unfit to stand trial to hold an inquiry to determine whether a stay of proceedings should be ordered if",,(b),"on the basis of any relevant information, including disposition information within the meaning of subsection 672.51(1) and an assessment report made under an assessment ordered under paragraph 672.121(a), the Review Board is of the opinion that",(ii),the accused does not pose a significant threat to the safety of the public.,,,,
2631,PART XX.1,Mental Disorder,Stay of Proceedings,Recommendation by Review Board,672.851,,(2),"If the Review Board makes a recommendation to the court to hold an inquiry, the Review Board shall provide notice to the accused, the prosecutor and any party who, in the opinion of the Review Board, has a substantial interest in protecting the interests of the accused.",,,,,,,,,
2632,PART XX.1,Mental Disorder,Stay of Proceedings,Recommendation by Review Board,672.851,,(3),"As soon as practicable after receiving the recommendation referred to in subsection (1), the court may hold an inquiry to determine whether a stay of proceedings should be ordered.",,,,,,,,,
5863,PART XX.1,Mental Disorder,Stay of Proceedings,Recommendation by Review Board,672.851,,(4),"A court may, of its own motion, conduct an inquiry to determine whether a stay of proceedings should be ordered if the court is of the opinion, on the basis of any relevant information, that",Court may act on own motion,(a),the accused remains unfit to stand trial and is not likely to ever become fit to stand trial; and,,,,,,
5864,PART XX.1,Mental Disorder,Stay of Proceedings,Recommendation by Review Board,672.851,,(4),"A court may, of its own motion, conduct an inquiry to determine whether a stay of proceedings should be ordered if the court is of the opinion, on the basis of any relevant information, that",Court may act on own motion,(b),the accused does not pose a significant threat to the safety of the public.,,,,,,
2633,PART XX.1,Mental Disorder,Stay of Proceedings,Recommendation by Review Board,672.851,,(5),"If the court holds an inquiry under subsection (3) or (4), it shall order an assessment of the accused.",,,,,,,,,
2634,PART XX.1,Mental Disorder,Stay of Proceedings,Recommendation by Review Board,672.851,,(6),Section 672.51 applies to an inquiry of the court under this section.,,,,,,,,,
5865,PART XX.1,Mental Disorder,Stay of Proceedings,Recommendation by Review Board,672.851,,(7),"The court may, on completion of an inquiry under this section, order a stay of proceedings if it is satisfied",Stay,(a),"on the basis of clear information, that the accused remains unfit to stand trial and is not likely to ever become fit to stand trial;",,,,,,
